Series Number,Filename,Name,Description,Gender,Attributes,UUID,Sha256
237,brian-richkid,brian richkid,A trust fund baby that does not know how to manage money,Male,Hair: black. Eyes:blue . Teeth: none. Clothing:ankara . Accessories:none . Expression:proud . Strength:smart . Weakness:none .,9d945d79-dd2d-4755-b9c7-bff837be8557,69ad3d6b36045d75b62ed4518eb309da7822f6ee7b906035b44e7253aec8631d
238,nandi-zulu,nandi zulu,A fierce African Queen,Female,Hair: pumpkin . Eyes:brown . Teeth:none . Clothing:animal skin . Accessories:none . Expression:Energetic . Strength: smart. Weakness:none .,09702bc0-d10c-48d3-a1e9-2aaa4e9f3f39,2b398b0b568f464e07afa9d8ad43d36483b23273399fa0ab267538be248d936d
239,ade-demon,ade demon,A lekki playboy that makes money from crypto,Male,Hair: none. Eyes:blue . Teeth: none. Clothing:ankara . Accessories:none . Expression:proud . Strength:smart . Weakness:none .,0be2d50b-3e57-4e39-a199-b211d2be860c,8094c8f77d2473c4de635087083fac1c479e4c9d0481d06bf3cf828181200f67
240,karim-rapper,karim rapper,A young and proud Lagos rapper,Male,Hair: black. Eyes:blue . Teeth: none. Clothing:ankara . Accessories:none . Expression:proud . Strength:smart . Weakness:none .,169b58f8-b84a-4ab3-a4b6-d1c5b36aa1d3,f6b0c9e5ff550458bc307ffd9354745cccbb423d1f25dae99f1562bd75ae2b43
,,,,,,,0e7e864f9d9a9698feb11c490adccea6f987decc0299bdd3c3fafe8de9d18780
TEAM AXLE,,,,,,,46aa30af941b2b04d0a907539fed7ee8e15f27d92788bcc55cb92325da9544df
241,bobo-alinco,bobo alinco,Alinco always in the mood for play,male,"hair:orange, eyes:black, teeth:rabbit front teeth, clothing:white polo and blue pinafore, accessories:none, expression:unamused, strength:good listener, weakness:mostly unserious and plays roughly a lot",ede853c4-5abd-11ed-9b6a-0242ac120002,e6aec3694d68b28cf09dfda0f31dbe4da8144769a7f28e11c2a00caa548eac0a
242,chi-lastborn,chi lastborn,"Baby of the house, the lastborn of an average Nigerian family",female,"hair:black, eyes:blue bold eyes, teeth:none, clothing:animal print gown, accessories:none, expression:teary, strength:truthful, weakness:cannot keep a secret",ede85964-5abd-11ed-9b6a-0242ac120002,91d107b87ed7a4035c0bbec168b067f1a7a3a7946931beb54e40dfc4f7424da9
243,uju-robo-robo,uju robo robo,An aso-oke business woman at balogun market,female,"hair:black, eyes:black and grey, teeth:missing two front tooth, clothing:grey and mixed color patterned ankara, accessories:ankara beret, expression:astonished, strength:business acumen, weakness:hot tempered",ede85f90-5abd-11ed-9b6a-0242ac120002,5703668f2169640b8191435b89035416313aaa9ae3b65ac9f3f252dcd5fc02d8
244,yetunde-anifowose,yetunde anifowose,Old money lady who was in UK before UK was UK,female,"hair:brown, eyes:brown, teeth:none, clothing:blue ankara, accessories:tobacco pipe, expression:serious, strength:wealthy, weakness:condescending",ede861b6-5abd-11ed-9b6a-0242ac120002,5193ee8c151afb39be3ee8bfdf190444fd3bb6e42b2a7715edc32facf2afa92d
245,dumebi-jjc,dumebi jjc,Innocent 100 level girl wey never spoil,female,"hair:orange hair in two side buns, eyes:black, teeth:none, clothing:ankara blouse, accessories:none, expression:innocent, strength:curiousity, weakness:gullible",ede865da-5abd-11ed-9b6a-0242ac120002,b60a1abc4969b82e4e6fa4ef099063cf5c304aaa9b921bb47feb62399a5ad67e
246,ukwu-nengi,ukwu nengi,Well endowed woman who will always make heads turn,female,"hair:dark brown, eyes:black and grey, teeth:none, clothing:orange,blue, yellow and black ankara, accessories:none, expression:straight faced, strength:smart, weakness:cunny",ede86800-5abd-11ed-9b6a-0242ac120002,debfbf8305cc27c66525ad7057d706316bbeada7d586fc00418f6eeed6bcc11f
247,nonso-malay,nonso malay,"Man on the move. It is either ego, or money my bloder",male,"hair:orange, eyes:squint, teeth:none and moustache, clothing:agbada, accessories:none, expression:mischevious smile, strength:action person, weakness:doesn't trust anyone",ede86a12-5abd-11ed-9b6a-0242ac120002,13859796c88d6576762a0d86fc467c1b13e6aabb867f68b11ac514900f24bb40
248,saro-texaco,saro texaco,An oil tycoon who dominates,male,"hair:none, eyes:black, teeth:white, clothing:agbada, accessories:cap, expression:smiling, strength:negotiations, weakness:stingy",ede86c2e-5abd-11ed-9b6a-0242ac120002,3eb73c672a44ca7b5414431d64fd83c89ee6502fd6a0d2e5929af5e50664f1ea
249,akpos-agbero,akpos agbero,A Warri boy always in the mood for violence,male,"hair:none, eyes:black, teeth:rabbit front teeth, clothing:brown polo and blue pinafore, accessories:cap, expression:angry, strength:physically fit, weakness:short-tempered",ede86e22-5abd-11ed-9b6a-0242ac120002,7e1ea02c6a975f112a0cf5115904a8a40b6c2f7a77c658859f8b7f608a3c9d85
250,kasali-danfo,kasali danfo,A danfo driver popular for his positive outlook of life,male,"hair:none, eyes:black, teeth:missing two front teeth, clothing:green polo and blue pinafore, accessories:chewing stick and bandana, expression:hopeful, strength:optimistic, weakness:over promises a lot",ede86fbc-5abd-11ed-9b6a-0242ac120002,46ac12056cd07ba82e59739058ebec3dce50112ce665b8b3287ff61aa36d034e
251,osaz-benz,osaz benz,an Internet fraudster who hails from Edo state,male,"hair:red, eyes:black, teeth:gold tooth, clothing:white polo and blue pinafore, accessories:none, expression:unamused, strength:technology savy, weakness:reckless",ede87fca-5abd-11ed-9b6a-0242ac120002,fecaa05ec66bc75a206a7039c9c712c4b4f6a4386a60af216ce8994774fea45c
252,kareem-kasanova,kareem kasanova,Abuja big boy who knows he can get any lady he wants,male,"hair:none, eyes:black, teeth:none, clothing:agbada, accessories:bubble gum and cap, expression:charming, strength:chivalry, weakness:unfaithful",ede8820e-5abd-11ed-9b6a-0242ac120002,19e414060d87027a058fd2bf0bea57c57b268be9e602463bde8f9461291ec7d2
253,mayor-of-uyo,mayor of uyo,Essien is a top Lagos businessman who hails from Uyo,male,"hair:none, eyes:cyan and left side eyed, teeth:none, clothing:chieftancy, accessories:candy bar, expression:, strength:, weakness:loves women a lot",ede883c6-5abd-11ed-9b6a-0242ac120002,b072a34a29c6f6e4ac1db6c3a0d5cd3c28dce9585e79038a62d5662aa31ceddc
254,chinedu-china,chinedu china,An Nnewi blooded spareparts importer and exporter with goods from china,male,"hair:none, eyes:cyan, teeth:none, clothing:tied wrapper, accessories:none, expression:smirking, strength:business acumen, weakness:brags a lot",ede885f6-5abd-11ed-9b6a-0242ac120002,9270f2428ae77ae26135724a6ed56c3e8e1a593e94f52c9945e198e4536e02f7
255,papa-ekene,papa ekene,The oldest man of the Akwauzu clan,male,"hair:none, eyes:black, teeth:missing two teeth, clothing:ankara native top, accessories:chewing stick, expression:lighthearted, strength:always advising, weakness:talks too much",ede88808-5abd-11ed-9b6a-0242ac120002,9bae00eed2b0b3e057327b62c3561f6a95be89a211cd4a4476340904bec64253
256,ogbeni-rauf,ogbeni rauf,Minister of enjoyment for Freedom state,male,"hair:none, eyes:squint, teeth:gold tooth, clothing:agbada, accessories:cap, expression:grinning, strength:persuasive speaker, weakness:manipulative",ede889fc-5abd-11ed-9b6a-0242ac120002,83700e8b402c734b51fc5f46e7b9e7d2e03daf332e9bce2fa753e21686937168
257,koffi-banku,koffi banku,E be Charlie wey no dey use en stomach play,male,"hair:orange afro hairstyle, eyes:azure and bold, teeth:missing two front teeth, clothing:wearing ankara print with white inner, accessories:none, expression:anticipating, strength:cooks well, weakness:always hungry for food",ede88c2c-5abd-11ed-9b6a-0242ac120002,463209dc2ad69c92ae1878c6e0ef826ff964fee4dbf2c8996d6628818cf43064
258,alhaji-bello,alhaji bello,Rich hausa business mongul controlling half of cow production in Nigeria,male,"hair:none, eyes:squinting, teeth:missing a front tooth, clothing:ankara agbada, accessories:cap, expression:smiling, strength:wealthy, weakness:dishonest",ede88efc-5abd-11ed-9b6a-0242ac120002,112e974cd20c6198142f7cbf9d1fe999404a451868ff5fc8f8b5d124a63c4537
259,toju-mafejopami,toju mafejopami,Toju is a street hustler wey no like stress,male,"hair:none, eyes:closed, teeth:white with one gold tooth, clothing:yellow shirt with a blue jean pinafore, accessories:cap, expression:sleeping, strength:street smart, weakness:nonchalance",ede895d2-5abd-11ed-9b6a-0242ac120002,42fb77a8ad13cca033995e5526c6d78ebe88f3a2b34366980f9a0f88779ceaae
260,femi-maserati,femi maserati,"Rich kid who resides in lekki, known by everybody because he drives a Maserati",male,"hair:none, eyes:black and side-eyed, teeth:white, clothing:green polo and blue pinafore, accessories:bandana, expression:confident, strength:relatable and easily makes friends, weakness:shouts a lot",ede89802-5abd-11ed-9b6a-0242ac120002,4879a487520e47286ab2646305c6fec6d96d818527dc2f8c20aa72df52ebd41c
,,,,,,,0fff7358599b12aa3b4763771a63d5c5c632d2a84aa18aba6602192c6adc05dd
TEAM POWERDRILL,,,,,,,af9dd765f6a5826f5c78bfd51d5f29cf6d8f940e430079f6c43b91b3f270043b
261,Paul-the-comedian,Paul the comedian,Paul trying hard to make everyone laugh so hard and fall off the chair,Male,"hair:black, eyes: glasses, Teeth: none, clothing: Black and yellow V neck, Expression: cool, Strength: Trustworthiness, Weakness: slow",f8112915-64ca-41e5-9ca4-5b60c47d7a01,d87e69ed290e739431045f54c00e93a790045764fc83dd1efbe17ddd1383e95f
262,Amina-lagos-housewife,Amina lagos housewife,Amina is always showing the rich housewife vibes,Female,"hair:red, eyes: blue, Teeth: none, clothing: blue and yellow ankara, Expression: straight face, Strength: Fashionista, weakness: exorbitant",5612f542-d85e-4a2c-8661-20553dfd07bf,da45d5b71910f1c8e0a8a2c8934f32f6ec82f1bd2c0253f1523acd0104f6a78b
263,Kiekie-the-asoebibella,Kiekie the asoebibella,Kiekie is classfied as the life of the party,Female,"hair:purple, eyes: grey, Teeth: none, clothing: blue and yellow ankara, Expression: smile, Strength: helpful ",097014d5-0ef3-46f5-9a9b-5c01f70114b3,c5c85751a670bc4a895224f2a9864ec48ee2f8cced7b5bf9ef1295cbb89177c6
264,Kunle-the-hunter,Kunle the hunter,Kunle goes for the best and hits all his targets at bull's eye,Male,"hair:black, eyes: blue, Teeth: none, clothing: one handed yellow ankara, Expression: smile, Strength: Fast, Weakness: cannot speak english",b0310fc2-4bed-48e5-abfc-566c964786d7,19bd32485e3b7a98d3045783273cd2352247384fd113f3be1ddb7887094fc27b
265,Amara-the-hairstylist,Amara the hairstylist,Amara is truly your one stop shop for all your hair & beauty needs.,Female,"hair:purple, eyes: grey, Teeth: none, clothing: multicolour ankara, Expression: none, Strength: multitasker, Weakness: unfriendly",412345b9-7e04-4102-af7c-5458721ac64d,25771855ced4a52d28b50da07e7206270ea2a62a8a1e53da5535b291c4911a02
266,Mary-nail-technician,Mary nail technician,Mary makes magic with her press-on nails,Female,"hair:red, eyes: grey, Teeth: none, clothing: multicolour ankara, Expression: none, Strength: hustler, Weakness: uncoordinated",17ea9c3b-c90f-4023-84d6-d563c098b030,0c5c078120ad1324d9ca34196c6da46e370fcd1515a4c06d9dc9a02014efe95f
267,Odogwu-oil-contractor,Odogwu oil contractor,"From Malaysia to Kaduna, Odogwu's oil is known.",Male,"hair:black, eyes: black with glasses, Teeth: none, clothing: brown and gold guniea, Expression: none, Strength: hustler, Weakness: Taking criticism.",b503bbfb-f972-4d4a-9352-e9dfe6671d36,87f3f0075e7c85c1321318198f7f07b91f1c880f3cc7edd3fd03840577c4e744
268,Simisola-the-kenteprincess,Simisola the kenteprincess,Simisola rocks kente even in swim outfits,Female,"hair:brown, eyes: blue, Teeth: none, clothing: multicolour yellow kente, Expression: smiling, Strength: Patience, Weakness: Self-criticism",45843017-b421-4413-8e35-7a6ef073f2b9,479cb172809fbd31360ffbeb8795d04062679a4056425fc1483404cd5965a40b
269,Mariam-beauty-queen,Mariam beauty queen,Beauty is a fairy tale where Mariam appears.,Female,"hair:orange, eyes: grey, Teeth: none, clothing: multicolour yellow kente, Expression: straight face, Strength: Disciplined, Weakness: Inability to delegate",b7d96d97-84c2-485f-b60e-e4e86c4d3b34,4f19f5fe4aad0a4d57a7cc8e29c73e6a113c4861fdec217bbac472da3c674bd3
270,Obinna-the-musician,Obinna the musician,Obinna might never be an a-list artist,Male,"hair:black, eyes: black with glasses, Teeth: none, clothing: red v-neck ankara, Expression: none, Strength: delegation, Weakness: Lack of experience",afdb0299-327c-46b2-9262-faf90f0fcd12,b2cd896c92fe8993be18f879b72094191d92c378c547875c1508c96894192137
271,Sandra-the-shybaby,Sandra the shybaby,Sandra is too shy at parties,Female,"hair:orange, eyes: blue, Teeth: none, clothing: yellow off shoulder, Expression: none, Strength: Friendly, Weakness: Shyness",bfed40a8-74f7-4ada-ae18-975130247efa,88c0b6cbbd62fe27eb9a1d5b40fe655bd2b683ae946c8b70388d5d39fcc2d9d1
272,Chiamaka-the-dancer,Chiamaka the dancer,Chiamaka dances so well and earned the Guinness world record.,Female,"hair:black, eyes: grey, Teeth: none, clothing: yellow off shoulder, Expression: none, Strength: Creativity, Weakness: Lack of confidence",43c49497-8d7b-42ef-bb29-769f6c3b0ada,fec97810fa8bce2e6864871a12a84206811264c03c83bc0026cc6a35f7d10ea9
273,Mensah-fashion-icon,Mensah fashion icon,Mensah outfits are always giving us Christopher Hemsworth vibes.,Male,"hair:black, eyes: black with glasses, Teeth: none, clothing: Gold with kente, Expression: none, Strength: Public speaking, Weakness: Lack of experience",87ada09b-38ac-475c-8d46-18680c2dc795,43083e614b1dde3bfa51f5728dda4776a0f6b17ec5f209a3d959d5635c6937e0
274,Lucy-the-fumigator,Lucy the fumigator,Lucy is nicknamed the pest hilter,Female,"hair:red, eyes: blue, Teeth: none, clothing: multicolour ankara, Expression: none, Strength: Determination, Weakness: Self-criticism",c7269d44-aab3-41e7-a54f-18a14f575a6b,0c0cdb0f15812ca48633a0b5f53925ad407f899a231394e27fad9ed1889d1a70
275,Nneka-wedding-planner,Nneka wedding planner,Nneka plans the best weddings with great details.,Female,"hair:brown braids, eyes: grey, Teeth: none, clothing: multicolour ankara, Expression: none, Strength: hard worker, Weakness:Analytical skills",31ac6b7a-e378-4dc3-999d-b9e8d8473f99,dd9f10f1905311d75cfdf5394d2615348dbdc7fc896ef2739cd9d45ed26375bb
276,Shakira-the-gangster,Shakira the gangster,Shakira is the most feared criminal.,Female,"hair:brown braids, eyes: grey, Teeth: none, clothing: gold and brown, Expression: none, Strength: Intentional, Weakness: Rash in decisin making",dbdc1351-aa07-46e2-935f-2db071b1b23d,43901893da44ac1c4ecc4f95f7eec9ee1b055235e0b982931ef8f34ac47fd5cc
277,Lola-afropopping-princess,Lola afropopping princess,Lola licks lollipops like an afropop queen,Female,"hair:brown afro, eyes: closed, Teeth: none, clothing: black ankara, Expression: none, Strength: great communicator, Weakness:writing",2f5cadae-e423-4478-8220-37b3ac144169,ff58afd879ad2b893a6ddac2ec5ec5b4f626907e867746cd94d47cc50e5a0038
278,Sharon-walking-dead,Sharon walking dead,When tired Sharon walks like the dead,Female,"hair:dark brown, eyes: closed, Teeth: open teeth, clothing: blue ankara, Expression: loud, Strength: people skills, Weakness:Empathy",1fc37341-7dd1-480c-a01b-a63bee0a2230,e6a165a683ff731ab7c63a663b589a26d317ad01f53e07f476ac06a2a38bdb19
279,Olivia-great-teacher,Olivia great teacher,Students enjoys Olivia's classes,Female,"hair:dark brown, eyes: closed, Teeth: none, clothing: multicolour ankara, Expression: none, Strength: Empathy, Weakness: Computer literacy.",cfc4419e-bd46-40f6-9654-632ac1138ff1,c2fc31f6e384114a2e5dfa06529f87d5d6a0a9b1645d0befe8794b74f366df1b
280,Nicole-sleep-warrior,Nicole sleep warrior,"Nicole holds the sleep award in our community, she wouldn't wake up at the sound of a detonated nuclear bomb.",Female,"hair:black, eyes: closed, Teeth: none, clothing: multicolour ankara with red base, Expression: none, Strength: Leadership, Weakness: Initiative.",710ae821-4603-4124-bd60-a33b515b3b8d,7bed40afad004cabfce4c069579cc31d59c244a499293826d71b7defcb707a23
,,,,,,,980e6a6c927edbfedd3ec39270060308f956c069e4459baf2435a06758233703
TEAM HYDRAULICS,,,,,,,d3aade4fba3f821b8f63c5c3e1bcb6a9ccc92a23f7e01ad5666acdab64a87188
281,Busola-the-shakara,Busola the shakara,She is a fashion icon that loves luxurious items.,Female,Hair: Brown Eyes: Shades Teeth: Closed Clothing: Yellow and blue Ankara Accessories: Shades Expression: Passive Strength: Confident Weakness: Over-spending,ec4a855a-5ceb-4f1b-bbd7-a995aa45e875,072c9c163b2a6cdf88c8af0adf8b859eee55f04888a02e0bb0ac4afa0b85a59f
282,Bella-the-artist,Bella the artist,A lady that host a fashion week show,Female,Hair: Blond Eyes: Shades Teeth: Closed Clothing: Black and yellow Ankara Accessories: Shades Expression: Straight-face Strength: Creativity Weakness: Perfectionist,48772412-dacb-4984-9e82-8d24fe101265,8d8d131d1b70bae2d45883a53706ccd4886b937222653dbf35fedebf010d7e7a
283,Queen-the-extrovert,Queen the extrovert,A woman who enjoys being high all the time,Female,"Hair: Brown Eyes: Shades Teeth: Closed Clothing: Multi-colored Ankara Accessories: Shades, smoking pipe Expression: Sassy Strength: Self-assured Weakness: Conceited ",1712532a-20d9-4ccb-8582-bffd76c9fb67,975318800e1c86e54e75c9a17582e656fbbb1898665b2d24e82e995abb71d179
284,Mary-toxic-lady,Mary toxic lady,A lady who's toxic around people,Female,Hair: Two buns Eyes: Shades Teeth: White Clothing: Animal prints Accessories: Shades Expression: Angry Strength: Bully Weakness: Insecurity,bc31af8d-c45d-4797-adfc-596fb22e4e3a,129692785f080434cdfd8bf4cd22beca3bc35ec5cd572056a4499b74b3107cdf
285,Elizabeth-the-richkid,Elizabeth the richkid,A university undergraduate from a rich background,Male,Hair: Blond Eyes: Shades Teeth: Closed Clothing: Blacktop Accessories: Shades Expression: Straight-face Strength: Wealth Weakness: Lack of real friends,21fad782-1b6f-4c2d-b157-9fdb9355c876,648fb2b27d44c1eede62f98d661cb191b4bca9676a7b28a8bdd5f446801af21d
286,Larry-the-westerner,Larry the westerner,A Yoruba Man who smokes his pipe in peace,Male,"Hair: Covered Eyes: White Teeth: Closed Clothing: Purple and yellow Agbada Accessories: Cap, smoking pipe Expression: Passive Strength: Likes to be in control Weakness: Lazy",d4984fa6-dabf-409f-839f-76742ec71500,9ae37f96c7028750d75bb3d1e76c95d028867254fdcf076153865e654aca289b
287,Danjuma-the-shocked,Danjuma the shocked,A pensioneer who got told his bank is on distress,Male,Hair: Covered Eyes: White Teeth: White Clothing: Wrapper across one shoulder Accessories: Cap Expression: Shocked Strength: Hard-worker Weakness: Shyness,0187ca7f-f3b1-42ae-9e17-c46d58617608,389889592418c199f4a8ae60ae2b7ea0a6518a137c6e55365d9688e7b2b1eee5
288,Yomi-the-fashionista,Yomi the fashionista,Winner of the Lagos GT Bank fashion week.,Male,Hair: Covered Eyes: White Teeth: White Clothing: Wrapper across one shoulder Accessories: Cap Expression: Shocked Strength: Hard-worker Weakness: Lack of wealth,16d256ba-dc4e-4559-ae41-59779f351ad3,c918a9da9ff863f733aec1705e6dea0c788459e3dbb76ebb4695e8e7700f443e
289,Ibu-the-importer,Ibu the importer,A rich igbo trader who imports goods in onitsha market,Male,Hair: Covered Eyes: Light blue Teeth: White and a gold tooth Clothing: Isi-agu Accessories: Cap Expression: Straight-face Strength: Wealth Weakness: Irrational,d3edc876-3f2f-4699-a376-0787bb06c5d5,767de480424300da66cdb9e7493a5eab417624b50695cb90c9b688833fc63b66
290,Massa-the-ghanian,Massa the ghanian,A rich Ghanian trader.,Male,Hair: Covered Eyes: Closed Teeth: White Clothing: Akan Accessories: Cap Expression: Happy Strength: Wealth Weakness: Irrational,9a9a5fbd-7a3c-469c-95f2-50303c2e9fc8,e019224e87838c5a5e87c42cd270fc5a2d05a42bb6dbf7c32cbfb5c42d76ec3f
291,James-the-musician,James the musician,A yoruba juju artist,Male,Hair: Brown Eyes: Closed Teeth: White Clothing: Akan Accessories: None Expression: Happy Strength: Good voice Weakness: Womanizer,0d4ad447-3836-47cd-8387-066b200cda01,d75ef0381356931045e37170cc1eba6e34f978f3a3d0df307441d81bacad4d15
292,Gbenga-titled-man,Gbenga titled man,A yoruba chief who is also a car dealer,Male,Hair: Covered Eyes: Light blue Teeth: White with a gold tooth Clothing: Akan Accessories: None Expression: Emotional Strength: Friendly Weakness: Deceitful ,dc6c1a39-ec78-44ca-8296-68c6de7b5de4,7ace98e520b70fe5199b1dc173bbb769ac6b299d8a9cc6cc1f554a4e0a8805f3
293,Abaga-the-rapper,Abaga the rapper,A flashy millionaire and a music rapper,Male,Hair: Covered Eyes: Closed Teeth: White Clothing: Dongri and yellow T-shirt Accessories: Cap Expression: Happy Strength: Wealth Weakness: Recklessness ,c428411c-5a06-4b74-bd17-e53b76f9fc6c,443ed00a0bad96c86006eb4bb182b5aaeb6b9b87f2b208ddfc417e24ab67b706
294,Izuchukwu-the-fisherman,Izuchukwu the fisherman,A fisherman who knows how to paddle well,Male,Hair: Covered Eyes: Closed Teeth: White with a gap tooth Clothing: Green shirt Accessories: Cap Expression: Dozzy Strength: Great body-build Weakness: Drunkard ,15e1caf2-06b3-45d8-9b35-f95965b64e34,8bc52f4d7b1a9080c080dc445c2a4eb99834119143237a51b59fdd273c74f820
295,Mark-the-philanthropist,Mark the philanthropist,A London based philantropist.,Male,Hair: Brown Eyes: White Teeth: Closed Clothing: White and blue shirt Accessories: None Expression: Irritated Strength: Philanthropist Weakness: Anger issues ,b48cbd98-96c2-4ec4-9d17-2c798be5b90f,3c612e4e5a07ee1ee183b9ed07c98b72f8519c6455ec71553c23e9a349623e12
296,Desmond-the-politician,Desmond the politician,A young politician who just became a minister,Male,Hair: Covered Eyes: Grey Teeth: Closed Clothing: Yellow and purple agbada Accessories: Ila Expression: Smirk Strength: Team player Weakness: Deceitful ,c52d4fbb-622b-4e2b-85a9-1a1d0f3d97d6,6135e6a2a43d3f0967d0ca3e91e10effa04661ccb3e005e704e2161391281daf
297,Okoro-the-bachelor,Okoro the bachelor,A local palm wine tapper with hopes and dreams,Male,Hair: Covered Eyes: Grey Teeth: White and a gold tooth Clothing: Wrapper across one shoulder Accessories: Cap Expression: Pretense Strength: Motivated Weakness: Poor,e441439d-49a3-41eb-bf9d-3c7f98c268bf,707ef15c547125633a35688f5935c29b8d7c10268d4dbef0c4a4fcd16a41b0af
298,Saro-the-clothemaker,Saro the clothemaker,The yoruba man that stole the king's wife.,Male,Hair: Covered Eyes: Grey Teeth: White Clothing: Red and yellow agbada Accessories: Cap Expression: Straight face Strength: Good-looking Weakness: Womanizer,7e10af4e-1252-4f96-83a8-78411e152bae,94dc0a6604c24cd09a5052a5efe3f6ca293d42cc60a2e0f2e0d17202ae6abad8
299,Kalu-the-ichie,Kalu the ichie,A man of wealth with afluence spreading all over the east,Male,Hair: Covered Eyes: Sky-blue Teeth: White Clothing: Orange Plain and pattern shirt Accessories: Cap Expression: Happy Strength: Wealth Weakness: Pride,482ab247-73a4-4ff8-9172-732f3d0729b8,074de96c032631364c023b3fc67f99b3253036d51f1a868d4b49261f39a6f304
300,Tamuno-the-prince,Tamuno the prince,An Ijaw prince who is also the heir to the throne,Male,Hair: Covered Eyes: Sky-blue Teeth: Closed Clothing: Akan  Accessories: Cap Expression: Straight-face Strength: Caring Weakness: Easily deceived,108447d1-f2d5-4816-8ebb-599286c3fabf,b559a9b83217daf3eaf54695785222d9c0f3de47d05207e4166c14fe8795296f
,,,,,,,9b8569b2b67cf82cec5721641bf5e9f47cfda93914b13f6a57cdd42cfb4d55bd
TEAM SCALE,,,,,,,562308bfa5440ca13f08ec7806645737246151afaa3fcfc6a20566ae7347ba64
301,wendy-the -banker,wendy the  banker,"Wendy loves working in the bank, as she gets to meet different people.",Female,Hair: Dark red . Eyes: blue. Teeth:None. Clothing: Blue and yellow ankara . Accessories: None. Expression: shocked. Strength: None . Weakness: None.,587645e2-5ace-11ed-9b6a-0242ac120002,4abd0009713da844bf3bd364cde61e76acb57c19dbc2465cb67410da1673637d
302,uduak-the -dark horse,uduak the dark horse,Uduak looks innocent and has the whole apartment bugged,Female,Hair: brown . Eyes: blue . Teeth:none . Clothing: multi-colored ankara. Accessories: None. Expression: Witty. Strength: None . Weakness: None.,58764862-5ace-11ed-9b6a-0242ac120002,2ba0c80d00998a7731535343818624f220db4ef413261a5ccf7984433ba82976
303,timeyin-the -eccentic,timeyin the eccentic,Timeyin is as eccentric as they come with no care for others opinions,Female,Hair: brown . Eyes: blue . Teeth:none . Clothing: multi-colored ankara. Accessories: Smoking pipe. Expression: High. Strength: None . Weakness: None.,58764a2e-5ace-11ed-9b6a-0242ac120002,c741de4f360d248062cbb1413923206b1477d7db4a4c931aacc5ade54902cab5
304,omawunmi-the -businesswoman,omawunmi the businesswoman,Omawunmi is a no-nonsense woman with a shop in idumota,Female,Hair: Pink . Eyes: blue . Teeth: white teeth . Clothing: Yellow ankara. Accessories: None. Expression: Angry. Strength: None . Weakness: None.,58764b78-5ace-11ed-9b6a-0242ac120002,e8a2caab61ee415923fa57f34442181eb346cd2ba8fe32de09520b8c458006b8
305,halima-the-housewife,halima the housewife,Halima loves to bake and cook for her children,Female,"Hair: Brown. Eyes: blue . Teeth: None . Clothing: ankara designed with yellow, red and green. Accessories: None. Expression: Tired . Strength: None . Weakness: None.",58764d8a-5ace-11ed-9b6a-0242ac120002,b4181715b4e291bed1a3120e371437867f94ba8f02079e44306ae8229e1c4d13
306,muna-the -block sister,muna the block sister,Muna loves to tell everyone in the block about her younger escapades,Female,Hair: Black. Eyes: blue . Teeth: None. Clothing: Wolf-skin ankara. Accessories: Headgear. Expression: Shocked. Strength: None . Weakness: None.,58764ea2-5ace-11ed-9b6a-0242ac120002,75207d73bb673e051d093dcc5a7483c95ae366ea7895f20b8170854076dd0e45
307,stella-the -gossip,stella the gossip,Nobody gossips on the block like stella when smoking.,Female,Hair: Red. Eyes: Covered eyes. Teeth: None. Clothing: Black ankara with bright design . Accessories: None. Expression: Calm. Strength: None . Weakness: None.,58764fd8-5ace-11ed-9b6a-0242ac120002,684700c656e5833ce8487e210b4f9031b3cd81536888e3b55f2a8177442e729e
308,agbani-the-wannabe,agbani the wannabe,Agbani loves to shop antique ndecorations for her mansion in idi-iroko,Female,Hair: Purple hair. Eyes: covered eyes . Teeth: None . Clothing: Blue one-armed dress . Accessories: None. Expression: Happy. Strength: None . Weakness: None.,5876542e-5ace-11ed-9b6a-0242ac120002,7fc657546d3ff86f66fe6d2fea4d20d61dc46805d3e11186edf1a25e453dce25
309,asante-the -warrior,asante the warrior,Asante came from along line of warriors in Ghana,Female,Hair: Pink braids. Eyes: Covered eyes . Teeth: None. Clothing: One-armed brightly colored dress. Accessories: None. Expression: Calm . Strength: None . Weakness: None.,58765578-5ace-11ed-9b6a-0242ac120002,a30d060a3629cf0bc8614f5bc1e4379e22235a4b4b83ed1d9de43f42491af459
310,hilda-the -insomaniac,hilda the insomaniac,Hilda prefers to sleep during the day,Female,Hair: Pink . Eyes: Covered eyes . Teeth: None . Clothing: Multi colored ankara . Accessories: None. Expression:Calm . Strength: None . Weakness: None.,5876569a-5ace-11ed-9b6a-0242ac120002,13fc70cd0e3ed11b114cdd6619f443e26575e41bf7afe2e520533d176abed719
311,sisi yemi-the -street aunty,sisi yemi the street aunty,Sisi Yemi is everyone's favourite street aunty.,Female,Hair: Dark brown . Eyes: Brown eyes. Teeth: None . Clothing: Blue and yellow ankara. Accessories: None. Expression: Shocked . Strength: None . Weakness: None.,587657a8-5ace-11ed-9b6a-0242ac120002,605dcf4d073a389b9ac246b9474d1a7fecedc8de7c4426efac2afc4ada677c1f
